Sentimiento,Regiones
N,Valle del Cauca
P,Colombia
N,Colombia
N,Australia
N,Colombia
P,Colombia
N,Atlantico
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
P,Manizales
N,Colombia
N,Charallave
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Santander
N,Colombia
N,Quevedo
N,Colombia
N,Puyo 
N,Colombia
N,London uk
N,Colombia
N,Colombia
N,Ecuador
N,Colombia
N,Cundinamarca
N,Colombia
N,Barranquilla 
N,Ut 
N,Colombia
N,Florida
N,Lara
N,Guayaquil
N,Guayaquil
N,Cundinamarca
N,Planeta tierra
N,Colombia
N,Antioquia
N,Valle del Cauca
N,Colombia
N,Guayas
N,Colombia
P,Colombia
N,Ibague 
N,Antioquia
P,Bogota  colombia
N,Colombia
N,Colombia
P,Colombia
P,Playas de rosarito
P,Colombia
N,Colombia
N,Tunja
N,Colombia
N,Colombia
N,Bogota d c
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Colombia
P,Cundinamarca
N,Antioquia
N,Cundinamarca
N,Cundinamarca
N,Rosales 
N,Colombia
N,Valle del Cauca
N,Colombia
N,colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Villarreal
N,Colombia
N,Colombia
N,La luna azul
N,Colombia
N,Colombia
N,En el lugar mas indicado
N,Quito
N,Colombia
P,Colombia
N,Colombia
N,colombia
N,Colombia
N,Bogta
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Bolivar
P,Cundinamarca
P,Caliwood
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,De un lao pa otro
N,Atlantico
N,Colombia
N,Colombia
P,Colombia
N,Rionegro
N,Colombia
N,Colombia
P,Houston
N,Colombia
N,Neiva
N,Cali colombia
N,Colombia
N,Colombia
N,Quito
N,Montes pillos de colombia
N,non nobis domine non nobis sed nomini tuo da gloriam
N,Colombia
N,Colombia
N,Estados unidos
N,Colombia
N,Colombia
N,Colombia
N,Europa central
N,Cundinamarca
N,Cundinamarca
N,Usa
N,Usa
N,Colombia
N,Colombia
N,No me encuentro
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Madrid
N,Colombia
N,Cundinamarca
N,Colombia
N,non nobis domine non nobis sed nomini tuo da gloriam
N,Colombia
P,Cundinamarca
P,Colombia
N,Colombia
P,Montes pillos de colombia
N,Montes pillos de colombia
N,Colombia
N,Colombia
N,Colombia
N,Bogota 
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Curacao
P,Cundinamarca
N,Colombia
N,Colombia
N,Chinacota
N,Nc  caribbean  colombia
N,Km 32
P,Lima
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Cundinamarca
P,Cundinamarca
P,Cundinamarca
N,Colombia
P,Mexico city
P,Colombia
P,Meta
P,Rennes
N,Cundinamarca
N,Cundinamarca
P,Colombia
P,Colombia
N,Colombia
P,Ut 109828741
P,San francisco
P,Cundinamarca
N,Colombia
N,Colombia
N,So luis
N,Salvador
N,Colombia
N,Twitter
N,Colombia
N,Colombia
N,Guayaquil
N,Jundiaisp
N,Addingham
N,Cundinamarca
N,Guayaquil 
N,Guayaquil 
N,Guayaquil 
N,Guayaquil 
N,Guayaquil 
N,Chivilcoy
N,Valle del Cauca
P,Medellin 
N,Colombia
P,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Funza
N,Colombia
N,Brasil
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Colombia
N,Seila onde eu moro
N,Caracas venezuela
N,Colombia
P,Colombia
N,Colombia
N,Ciudad autonoma de buenos aire
N,Valle del Cauca
P,Norte de Santander
N,Colombia
P,Latinoamerica
P,Zipaquira
N,Colombia
N,Colombia
N,Santa marta colombia
N,Colombia
P,Colombia
N,Quito
N,Valledupar
N,Colombia
N,Valle del Cauca
N,Colombia
N,Gracias laureles
N,Floridablanca
N,Colombia
N,Pueblo libre
P,Colombia
N,Colombia
N,Colombia
N,Bhcipotnea
N,Ut 18514861
N,Colombia
P,Asu 18 
N,La paz un derecho de todos
N,Colombia
N,Colombia
P,Colombia
N,Colombia y ecuador
N,Colombia
P,Colombia
N,Houston
N,Peru
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Riohacha
N,Portoviejo
P,Bogota 
N,Puerto montt 
N,Colombia
P,Colombia
N,Carolina del principe  ant
N,Colombia
N,Colombia
N,Rio de janeiro
N,Rio de janeiro
N,Rio de janeiro
N,Estado do acre brasil
N,Colombia
N,Valledupar
N,Cundinamarca
N,Colombia
P,Machala
N,Machala
N,Colombia
N,Ciudad autonoma de buenos aire
N,Samborondon
N,Colombiar5 5sos laura shawn
P,Colombia
N,Colombia
N,London
N,Ut 46770719
N,Colombia
N,Arauca
N,Washington
N,Valledupar
N,Mexico
N,Colombia
P,lo corazones de bts y rubius
P,Cundinamarca
N,Medellin 
N,Antioquia
P,Cundinamarca
N,Antioquia
N,Cundinamarca
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Ut 4747015
N,Mendoza
N,Antioquia
N,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Neiva 
P,Colombia
N,Colombia
N,Cundinamarca
P,1 pedro 315
P,Estados unidos
N,Donde se me pegue la gana
N,Cundinamarca
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,David
P,Colombia
N,Colombia
N,Machala
P,Santander
N,Cundinamarca
N,Guatemala 
N,Colombia
N,Antioquia
N,Limpio
N,Lgbt
N,Tolima
N,Colombia
N,Colombia
N,Santana
N,Colombia
N,Valle del Cauca
P,Colombia
N,Colombia
N,Colombia
N,Girardot
P,California
N,Colombia
N,Chihuahua
N,Colombia
N,New jersey
N,Colombia
N,Cleveland
N,Antioquia
P,Colombia
N,Valle del Cauca
P,Colombia
P,Antioquia
N,Colombia
N,Colombia
N,Colombia
P,Boyaca
N,Pereira
N,Cartago valle
P,Colombia
N,Colombia
N,Colombia
N,United states
N,Colombia
N,Santander
P,Colombia
P,Florida
N,Colombia
N,Colombia
N,Antioquia
N,Cundinamarca
N,Colombia
N,Cundinamarca
P,Colombia
P,Cundinamarca
P,Cundinamarca
N,Colombia
N,Colombia
N,Rio de janeiro
N,Rio de janeiro
P,Rio de janeiro
N,Colombia
P,De astrea de donde mas
N,Costa rica
P,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Bogota dc
P,Valle del Cauca
P,Mn
N,Ecuador
P,Cundinamarca
P,Tampa
N,Colombia
N,Ut 11001489
N,Cundinamarca
N,Atlantico
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N, mi canal 
N,Tarapaca
N,Bogota colombia
P,Cundinamarca
P,Donde se me pegue la gana
N,Cundinamarca
N,Colombia
N,Tolima
N,Guasca
P,Colombia
N,Bournemouth uk
N,La habana
N,Valle del cauca
N,Tena
N,Colombia
N,Colombia
N,Samborondon
P,Cundinamarca
P,Cundinamarca
N,Cundinamarca
P,Valle del Cauca
N,Valle del Cauca
P,Huila
N,Colombia
N,Colombia
N,Santa marta
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombiano
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Santander
N,Colombia
P,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Antioquia
P,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Medellin 
N,Mn
N,Cundinamarca
N,4728137
P,Colombia
N,Barquisimeto
P,Colombia
P,Antioquia
P,Colombia
N,Cundinamarca
N,Nariño
P,Colombia
P,Colombia
P,Valledupar
N,Cali colombia
N,Cundinamarca
N,Valle del Cauca
N,Colombia
P,Colombia
P,Colombia
N,Colombia
P,Colombia
P,Colombia
N,Colombia
N,Atlantico
P,Antioquia
N,New york
N,Colombia
N,New york  baires  catalunya
P,Cundinamarca
N,Ecuador
N,Colombia
N,Cundinamarca
N,Constitucion 1886
N,Antioquia
P,San franciscocundi
N,Guayaquil
N,Guayaquil
N,Republic of korea
N,Miami
N,Colombia
N,Guarne
N,Garfield
N,Cundinamarca
N,Colombia
N,Tulua
N,Bogota colombia
N,Lima
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Antioquia
N,Pichincha
N,Colombia
N,Florida
N,Meta
N,Santa marta colombia
N,Cundinamarca
N,Colombia
N,Madrid
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Quito
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Cundinamarca
N,Colombia
N,Bogota dc colombia
N,Uio
N,Colombia
N,Colombia
N,Florencia caqueta
P,Manizales
N,Cundinamarca
N,En pie de lucha
N,Colombia
N,Bogota dc
N,Santa marta
P,Colombia
N,Colombia
N,Colombia
N,Bogota dc colombia
N,Sincelejo
N,Colombia
N,Colombia
N,So paulo
N,Colombia
N,Bartlett
N,Cali valle
N,Guayaquil
N,Cundinamarca
N,Monterrey
P,Colombia
P,Sierra nevada
N,Jatibonico
N,Natalrn
N,Antioquia
N,Colombia
P,Colombia
N,Colombia
P,Valle del Cauca
N,Colombia
N,America latina
P,Colombia
P,Colombia
N,Valle del Cauca
N,Multifandom
N,Colombia
N,Guadalajara de buga
N,Colombia
N,Cundinamarca
N,Colombia
N,Atlantico
N,Antioquia
P,Antioquia
N,Brasilia
N,Atlantico
N,Atlantico
N,Guayaquil
N,San diego
N,El universo
P,Cundinamarca
N,Los angeles
N,Bogota dc
N,Colombia
N,Colombia
NEU,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
P,Bogota colombia
N,Colombia
P,Antioquia
N,Colombia
N,Valle del Cauca
N,Colombia
N,Plazuelas del virrey
N,Cundinamarca
N,De medellin en bogota
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
P,Mexico
N,Tolima
N,Colombia
P,
P,Valle del Cauca
N,Machala city
N,Guayaquil
N,Colombia
N,Cundinamarca
N,Beyond the wall
N,Colombia
N,Huila
N,Colombia
N,Colombia
N,Cundinamarca
N,Antioquia
N,Colombia
N,Medellin colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Monteria
N,Japon
N,Colombia
N,Colombia
N,Con el pueblo
P,Colombia
N,Cundinamarca
P,Books tv movies real madrid
N,Bogot
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Venezuela 
N,Santa marta
N,Atlantico
P,Cundinamarca
N,Subachoque colombia
N,Manizales
N,Colombia
N,Colombia
P,Rennes
N,Colombia
N,Bolivar
N,Colombia
N,St george
N,Colombia
N,Colombia
N,Concepcion
P,Bocono edo trujillo vzla
N,Buenos aires
N,Colombia
N,Bogota dc
N,Colombia
N,Here
N,New york
N,Anzoategui y miranda venezuela
N,Monterrey
N,Colombia
N,Barquisimeto
N,Caracas
N,Eternia
N,Colombia
N,
N,Cundinamarca
N,Colombia
N,Colombia
P,Cundinamarca
N,Aqui yo alla quien
N,Cundinamarca
NEU,Colombia
N,La monda
N,Cundinamarca
P,Bolivia
N,En algun lugar del bello ecuad
N,Colombia
N,Bogota 
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
P,Colombia
N,Colombia
N,Colombia
N,Guayaquil
N,Atlantico
N,Arica
N,Cundinamarca
N,Cundinamarca
P,Barrancas
P,Cundinamarca
P,Hawkins
N,Colombia
N,Colombia
N,Calle y poche  dae y abru
N,Colombia
N,Colombia
N,Atlantico
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Multifandom
N,Colombia
N,Multifandom
N,Valle del Cauca
N,Colombia
P,Cundinamarca
N,Colombia
N,Colombia
P,Charlotte
N,End of the day
N,Colombia
N,Atlantico
P,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
P,Cundinamarca
N,Dosogas  hereforbrian
N,Dosogas  hereforbrian
N,Dosogas  hereforbrian
N,Dosogas  hereforbrian
N,Valle del Cauca
N,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
N,Bolivar
N,Colombia 
P,Colombia
N,Cundinamarca
P,Colombia
P,Colombia
P,Team ahrebata
N,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,Pereira
N,Valle del Cauca
N,Colombia
N,Colombia
N,It follows
N,Colombia
N,Dae y abru
N,Colombia
N,Colombia
N,Colombia
N,Casa
N,Cundinamarca
N,Multifandom
N,Dream it 
N,Dream it 
N,Valle del Cauca
N,Cundinamarca
N,Sv and dosogas
N,Cauca
N,Colombia
N,Colombia
P,Cundinamarca
N,Cundinamarca
N,Colombia
N,In the moon
N,Colombia
N,Colombia
N,Lorica 
N,Colombia
N,In the moon
N,Multifandom
N,Colombia
N,Cauca
N,Colombia
N,Cundinamarca
N,Cauca
N,Colombia
N,Dosogas  hereforbrian
N,Multifandom
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Dosogas  hereforbrian
N,
N,Multifandom
N,Colombia
N,Valledupar
N,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Cundinamarca
N,Multifandom
N,Colombia
N,Colombia
N,Colombia
N,Soga4ever
N,Calle y poche  dae y abru
N,Colombia
P,Colombia
P,Colombia
N,Colombia
N,11143801
P,Antioquia
N,Colombia
N,Colombia
N,Complexo do rv
N,Bogota dc
N,Quito ecuador
N,Colombia
N,Colombia
N,Guayaquil
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
P,Antioquia
N,Antioquia
N,Antioquia
N,Colombia
N,Guayaquil
P,Colombia
N,Mexico city
N,Cundinamarca
N,Colombia
P,Colombia
P,Pompano beach
N,Colombia
P,Colombia
N,De nuevo en bogota
N,Valle del Cauca
N,Colombia
N,Cundinamarca
N,Cundinamarca
P,Colombia
N,Ut 25991901
P,Colombia
N,Colombia
N,Colombia
N,Macheta
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Barranquilla colombia
N,Colombia
P,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Monteria
N,Colombia
N,Latina 
N,Colombia
N,021
N,Colombia
N,Montreal
N,Cundinamarca
P,Colombia
P,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Ecuador
N,Ecuador
N,Guayaquil
N,Santiago de guayaquil
N,Galapagos
N,Bolivar
N,Venezuela 
N,Av las americas
N,Av las americas
N,Atlantico
N,Colombia
N,Manizales
N,Quito 
N,Colombia
N,Colombia
N,Cundinamarca
N,Antioquia
N,Colombia
N,Colombia
N,Machala
N,Colombia
N,Brazil
N,Palmira
P,Ciudad del este 
P,Colombia
N,Colombia
N,Colombia
NEU,Colombia
N,Colombia
P,Colombia
P,Colombia
P,Colombia
N,Cundinamarca
N,El universo
N,En mi casa pues 0 baaaaaah
N,Guayaquil
N,Tatooineseattlewesteros
N,Colombia
N,Cundinamarca
N,Colombia
P,Colombia
N,Atlantico
P,Palmira
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Antioquia
N,Guayaquil
N,Guayaquil
P,Guayaquil
N,Antioquia
N,Antioquia
N,Colombia
N,Malta
N,Malta
N,Empireclub polaris
N,
N,Empireclub polaris
N,
P,Colombia
N,Manta
P,Locombia
N,Palmira
N,Curaao
N,Poa 
N,Anonimato
N,Rennes
N,Barqusimeto
P,Colombia
N,Nulle part ailleurs
N,Antioquia
N,So paulo
P,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,World
N,Santa marta
N,Bogota dc
N,22
P,Colombia
N,Quito
N,Cundinamarca
N,Guayaquil
N,Antioquia
N,En tu corazon 3
N,En tu corazon 3
P,Antioquia
P,Colombia
N,Quito
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
P,Cundinamarca
N,Colombia
P,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
P,Colombia
N,La
N,Antioquia
N,Cundinamarca
P,Sinaloa
N,Cundinamarca
N,Paddys pub
N,Cualquierparte de colombia
N,Arauca
P,Valle del Cauca
P,Atlantico
N,Quito
N,Quito
P,Colombia
N,En mi casa pues 0 baaaaaah
N,Cartagena de indias
N,Colombia
P,Antioquia
N,Guayaquil
P,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
P,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,El mundo
P,El mundo
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
P,Yopal
P,Quebec
N,Al lado
N,Colombia
NEU,Colombia
N,Bogota 
N,Bogota 
N,Bogota 
P,Entre la tierra y el cielo
P,Cundinamarca
N,Atlantico
N,De chile para el mundo
N,Colombia
N,Colombia
P,Colombia
N,Antioquia
N,Quito
N,Colombia
N,Colombia
N,Region caribe
P,Santiago
N,Floridablanca
N,Milagro 
N,Pereira
N,Pereira
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
P,Bastion de tormentas
N,Valle del Cauca
P,Colombia
N,Colombia
N,Colombia
N,Distrito federal
N,Cundinamarca
N,Colombia
N,Guayaquil
N,La bodega
N,Antioquia
P,Curramba la bella
N,Cartago
N,Cundinamarca
N,La
N,La
N,La
P,Narnia
N,Narnia
N,Luna
N,Calabria
N,Quito
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Eje cafetero
N,Bogota dc
N,Colombia
N,Antioquia
P,Antioquia
N,In kristen 
N,Colombia
P,Colombia
N,Cundinamarca
N,La perla del pacifico
N,Colombia
N,Atlantico
N,4653192
N,Miami
N,Colombia
N,Colombia
N,Cundinamarca
N,San jose
N,Colombia
P,Colombia
N,Colombia
N,Bogotamiami
N,Bogota dc colombia
N,En mi casa
N,Colombia
N,Wolfsburg
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Brasil
N,Colombia
N,Colombia
N,Limassol chipre
P,Colombia
N,Floridablanca
P,Colombia
N,Colombia
N,Guatemala
N,Colombia
N,Colombia
P,Colombia
N,Puerto rico
N,College station
N,Antioquia
N,Santa marta
N,Colombia
P,Colombia
N,Silver spring
N,Cundinamarca
P,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Quevedo
N,Colombia
P,Loja
P,La perla del pacifico
N,Colombia
N,Colombia
N,Recreio dos bandeirantes
N,Colombia
N,Guayaquil 
N,Valle del cauca
N,Tandy
N,Cundinamarca
N,Santiago de cali
N,Guayaquil
N,Denver
P,Torreon
N,Atlantico
N,Locombia
N,Guayaquil
N,Colombia
N,Ecuador
N,Cundinamarca
N,Atlantico
N,Atlantico
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Magdalena
N,Cundinamarca
N,Buenaventura
N,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,My mind and colombia hpta
P,Antioquia
N,Colombia
N,
N,Por ahi
P,Santiago
N,Valledupar
N,Colombia
N,Brooklyn
N,Brooklyn
N,Valle del Cauca
N,Cundinamarca
N,Guayquil
N,Via del mar
N,Colombia
N,Colombia
N,Neiva
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Colombia
N,Cundinamarca
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Anywhere
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,La perla del pacifico
N,Ecuador
N,Buenos aires
N,Antioquia
N,Antioquia
N,Colombia
P,Antioquia
N,Cundinamarca
N,Cundinamarca
P,Antioquia
N,Lima 
N,Asuncion 
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Asuncion 
N,Panama
P,Miami
N,Colombia
P,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Bogota dc colombia
N,Colombia
N,Everywhere
N,Colombia
N,Cefn
N,Arica
N,Colombia
N,Paysandu
N,Medellin colombia
P,Gran buenos aires
N,Colombia
N,Colombia
N,Ciudad de la eterna primavera
P,Colombia
N,Colombia
N,Valledupar
N,Colombia
N,Venezuela y no emigrare
N,Colombia
N,Colombia
N,Colombia
N,Planet earth 2
N,Colombia
N,Colombia
N,Cuba
P,Colombia
N,Colombia
N,Medellin colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Valle del cauca
N,Colombia
N,New york
N,Entrerrios
N,Colombia
N,Antioquia
P,Cundinamarca
N,Cundinamarca
N,Monteria cordoba colombia
N,Santander
N,East hampton
N,Colombia
N,Edo vargas
NEU,Colombia
P,Colombia
N,Bogotacaracasflorida
N,Suramerica
N,Cundinamarca
N,Colombia
P,Colombia
N,Everywhere
N,Abyayala
P,Pivijay
N,Cundinamarca
P,Colombia
N,Colombia
P,Atlantico
N,Cundinamarca
N,Anywhere
N,Colombia
N,Colombia
P,Colombia
N,Valle del Cauca
N,Centro de pais
N,Mundo latino
N,Colombia
N,Cauca
N,Atlantico
N,Loves park
N,Colombia
P,Colombia
N,Colombia
N,Valle del Cauca
N,Murillo
N,Colombia
N,Tolima
N,Ibague 
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Quito 
P,Colombia
N,Colombia
N,Guayaquil
N,Colombia
P,Colombia
N,Ecuador
N,Colombia
P,Argentina
N,Bogota dc  colombia  america
N,Colombia
P,Colombia
N,Norte de Santander
N,Colombia
N,La calle
N,Caracas
N,Antioquia
N,Colombia
P,Colombia
N,Colombia
N,Pasto 
P,Cundinamarca
N,Mn
N,Colombia
N,Colombia
P,Colombia
N,Colombia
P,Quito
N,Ecuador
N,Quito
N,Ecuador
N,Machala
N,Colombia
N,Galapagos
N,Ut 25991901
N,Colombiano
N,Cerete
N,Cundinamarca
N,Santander
N,Colombia
N,Louisiana
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
N,Ecuador
N,Antioquia
N,Colombia
N,Colombia
N,Meta
N,La paz
N,Antioquia
P,Meta
N,Cundinamarca
P,Tampa
N,Cundinamarca
N,Mn
N,Australia
N,Colombia
P,Pompano beach
P,Murdermar
N,Murdermar
N,Colombia
N,Anywhere
N,Dosquebradas
P,Colombia
N,Colombia
N,Colombia
N,Atlantico
N,Colombia
P,Valle del Cauca
N,Cundinamarca
N,Florencia caqueta
N,Valle del Cauca
N,Cundinamarca
N,Colombia
N,Atlantico
P,Bolivar
N,Cundinamarca
N,Bogota colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Antioquia
P,Tenjo
N,Ciudad gotica
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia bucaramanga
N,Colombia
N,Cundinamarca
N,Colombia
N,Barranquilla 
N,Cundinamarca
P,Cartagena 
P,Caliwood
N,Pereira
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Cundinamarca
N,Monteria
N,Colombia
P,Ciudad de la eterna primavera
N,Colombia
N,Colombia
N,San marcos
N,Colombia
N,Colombia
P,Colombia
N,Panama
N,Colombia
N,Colombia
N,Boston  blm
N,Boston  blm
P,Colombia
N,Colombia
N,Colombia
N,Pichincha
P,Brasil
N,Colombia
N,Medellin 
N,Crying over ittoki otoya
P,Paraiso fiscal
P,Colombia
P,Antioquia
N,Tunja
N,Cundinamarca
P,Puerto boyaca
P,Colombia
N,Colombia
N,Colombia
N,Venezuela
N,Colombia
N,Quito
P,Los angeles
N,Santander
N,Mexico
N,Washington
P,Colombia
N,Colombia
N,Antioquia
N,Florida
N,Cundinamarca
N,Antioquia
P,Itagui
N,Colombia
P,Colombia
P,Colombia
N,Colombia
N,Malta
N,San luis de since
N,San luis de since
N,Colombia
N,Cundinamarca
N,Norte de Santander
N,Colombia
N,Guayaquil es ecuador 
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Chile
N,Colombia
P,Cundinamarca
N,Colombia
N,Guayaquil
N,Colombia
N,Santander
N,Colombia cartago valle
P,Colombia
N,Colombia
N,Antioquia
N,Colombia ibague tolima
N,Dubai
N,Barranquilla 
N,Ambato
N,Colombia
P,Colombia
N,Cundinamarca
P,Valledupar
N,So paulo
N,Continente americano
N,Tunja
N,
N,Atlantico
N,Quito
P,Colombia
N,Una computadora
N,Cundinamarca
N,Lincoln
N,Colombia
N,Santander
N,Miami fl
P,Quito
N,Tolima
N,Tolima
P,Cundinamarca
N,Bolivia
P,Ciudad autonoma de buenos aire
N,Atlantico
N,Col
N,Guayaquil
N,Colombia
N,Comuna sur
P,Comuna sur
P,Colombia ibague tolima
N,Salta
N,Reign of darkness
N,Pereira
N,Funza
N,Complexo do lins
P,Colombia
P,Morro da cachoeirinha
P,Calle 59 no13
P,Calle 59 no13
N,Calle 59 no13
P,Calle 59 no13
N,Calle 59 no13
P,Calle 59 no13
N,Calle 59 no13
P,Calle 59 no13
N,Colombia
P,Colombia
P,Colombia
N,Colombia ibague tolima
N,Colombia ibague tolima
N,Valle del Cauca
N,Valle del Cauca
N,Colombia
P,Colombia
N,Colombia
N,Colombia
P,Miami 
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Complexo do alemo
N,Rio de janeiro
P,Medina
N,Cundinamarca
N,Colombia
N,Antioquia
N,Cundinamarca
N,Colombia
P,Bogota dc  buenos aires
P,Palmira
P,Palmira
P,Palmira
P,Palmira
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Bogota d c
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Bogota colombia
N,Lima
N,San juan del cesar
N,Colombia
N,Colombia
P,Cundinamarca
P,Colombia
P,Colombia
N,Bogota 
N,Ocaa colombia
P,Cordovil
N,Rio de janeiro
N,Aonde os alemo no brota 
P,Colombia
P,Volviacasa
N,Colombia
N,Colombia
P,Colombia
P,Caracas
N,Colombia
N,Colombia
P,Bogota 
N,Saquarema
N,Colombia
N,Antioquia
N,Houston
N,Santa marta
P,Colombia
N,Ei t em bangu
N,Mage
N,Valledupar
N,Colombia
N,Cundinamarca
N,9 de julio
P,Meta
N,Colombia
P,Guayaquil
N,Latinoamerica y espaa
N,Norte de Santander
P,Argentina y miami
N,Bogota dc
P,Venezuela
P,Colombia
P,Costa rica
N,Colombia
N,Colombia
N,Cordoba
N,Anzoategui
N,Kitchener on canada
P,Colombia
N,Colombia
N,Venezuela
N,Venezuela
N,Venezuela
N,En la cancha
N,Colombia
N,Antioquia
N,Colombia
N,Cundinamarca
N,Teenage wasteland
N,Eeuu
P,Cundinamarca
P,Monteria
N,Rio das ostras
N,Miami
N,Global
N,Cundinamarca
N,Guayaquil
P,Monteria
N,Colombia
P,Colombia
P,United states
N,Cundinamarca
N,Tuxtla gutierrez
N,Cundinamarca
N,Bogota dc
N,Antioquia
N,Colombia
N,Mexico
N,Guasave
N,Colombia
N,Colombia
N,Venezuela
N,Colombia
N,Medellin 
